frame_index,timestamp_sec,face_detected,ear,smoothed_ear,eye_closed,blink_frame,blink_event,blink_count_so_far
84,1.4,True,0.2689801225550539,0.26857833277465293,False,False,False,1
85,1.4166666666666667,True,0.27566795042107556,0.26932331655386427,False,False,False,1
86,1.4333333333333333,True,0.2725393865447425,0.27239581984029065,False,False,False,1
87,1.45,True,0.27692865772079134,0.2750453315622031,False,False,False,1
88,1.4666666666666666,True,0.27606117680450337,0.2751764070233457,False,False,False,1
89,1.4833333333333334,True,0.2715366520019945,0.27484216217576307,False,False,False,1
90,1.5,True,0.26995156391928193,0.2725164642419266,False,False,False,1
91,1.5166666666666666,True,0.26981544446561884,0.27043455346229844,False,False,False,1
92,1.5333333333333334,True,0.2713416495879817,0.27036955265762747,False,False,False,1
93,1.55,True,0.26788306741698764,0.2696800538235294,False,False,False,1
94,1.5666666666666667,True,0.26944607557979194,0.2695569308615871,False,False,False,1
95,1.5833333333333333,True,0.26781857622816707,0.2683825730749822,False,False,False,1
96,1.6,True,0.26809897638186087,0.26845454272993996,False,False,False,1
97,1.6166666666666667,True,0.2719779197175224,0.2692984907758501,False,False,False,1
98,1.6333333333333333,True,0.2743405516453153,0.2714724825815662,False,False,False,1
99,1.65,True,0.27137196094469673,0.2725634774358448,False,False,False,1
100,1.6666666666666667,True,0.2741665150001001,0.273293009196704,False,False,False,1
101,1.6833333333333333,True,0.26744846804163763,0.2709956479954781,False,False,False,1
102,1.7,True,0.2687485941899538,0.2701211924105638,False,False,False,1
103,1.7166666666666666,True,0.2687485941899538,0.26831521880718173,False,False,False,1
104,1.7333333333333334,True,0.27066994196017746,0.269389043446695,False,False,False,1
105,1.75,True,0.26984403000427026,0.26975418871813384,False,False,False,1
106,1.7666666666666666,True,0.26492953828496657,0.2684811700831381,False,False,False,1
107,1.7833333333333334,True,0.27582575788244157,0.27019977539055945,False,False,False,1
108,1.8,True,0.2709136236734528,0.2705563066136203,False,False,False,1
109,1.8166666666666667,True,0.2738082807375415,0.27351588743114524,False,False,False,1
110,1.8333333333333333,True,0.27240400763775174,0.2723753040162487,False,False,False,1
111,1.85,True,0.2718499183475892,0.27268740224096083,False,False,False,1
112,1.8666666666666667,True,0.27402796163771004,0.2727606292076837,False,False,False,1
113,1.8833333333333333,True,0.27105153111005387,0.27230980369845104,False,False,False,1
114,1.9,True,0.27434867319620754,0.27314272198132383,False,False,False,1
115,1.9166666666666667,True,0.274097750311103,0.2731659848724548,False,False,False,1
116,1.9333333333333333,True,0.266826984185337,0.27175780256421583,False,False,False,1
117,1.95,True,0.2649579610094699,0.2686275651686367,False,False,False,1
118,1.9666666666666666,True,0.26312438140475564,0.2649697755331875,False,False,False,1
119,1.9833333333333334,True,0.2652156547056986,0.26443266570664137,False,False,False,1
120,2.0,True,0.2652156547056986,0.2645185636053842,False,False,False,1
121,2.0166666666666666,True,0.26709186532321083,0.2658410582448693,False,False,False,1
122,2.033333333333333,True,0.26381040352170504,0.26537264118353815,False,False,False,1
123,2.05,True,0.2538462625735692,0.26158284380616165,False,False,False,1
124,2.066666666666667,True,0.26326399461703753,0.2603068869041039,False,False,False,1
125,2.0833333333333335,True,0.2575042290866329,0.2582048287590799,False,False,False,1
126,2.1,True,0.27134654029645017,0.26403825466670683,False,False,False,1
127,2.1166666666666667,True,0.25351727487650033,0.2607893480865278,False,False,False,1
128,2.1333333333333333,True,0.2567126992615948,0.2605255048115151,False,False,False,1
129,2.15,True,0.2561221641568474,0.2554507127649808,False,False,False,1
130,2.1666666666666665,True,0.2536939113648105,0.2555095915944176,False,False,False,1
131,2.183333333333333,True,0.252254758797414,0.2540236114396906,False,False,False,1
132,2.2,True,0.2500923319171967,0.25201366735980707,False,False,False,1
133,2.216666666666667,True,0.25415423933148623,0.2521671100153657,False,False,False,1
134,2.2333333333333334,True,0.25148014515730693,0.25190890546866335,False,False,False,1
135,2.25,True,0.2489304471923886,0.2515216105603939,False,False,False,1
136,2.2666666666666666,True,0.2573068067177751,0.25257246635582353,False,False,False,1
137,2.283333333333333,True,0.24904974623576942,0.2517623333819777,False,False,False,1
138,2.3,True,0.26039193323074383,0.2555828287280961,False,False,False,1
139,2.316666666666667,True,0.24952672933241443,0.2529894695996426,False,False,False,1
140,2.3333333333333335,True,0.25098373035468835,0.2536341309726155,False,False,False,1
141,2.35,True,0.25069870767184127,0.25040305578631467,False,False,False,1
142,2.3666666666666667,True,0.2585963214202287,0.2534262531489195,False,False,False,1
143,2.3833333333333333,True,0.2584094690195021,0.25590149937052403,False,False,False,1
144,2.4,True,0.2662988888761631,0.26110155977196464,False,False,False,1
145,2.4166666666666665,True,0.2584331630755945,0.2610471736570866,False,False,False,1
146,2.433333333333333,True,0.267430406482576,0.2640541528114445,False,False,False,1
147,2.45,True,0.2595036377139659,0.26178906909071215,False,False,False,1
148,2.466666666666667,True,0.249218502770996,0.25871751565584594,False,False,False,1
149,2.4833333333333334,True,0.2488548601853594,0.2525256668901071,False,False,False,1
150,2.5,True,0.2547218500890491,0.2509317376818015,False,False,False,1
151,2.5166666666666666,True,0.24985425302972886,0.2511436544347124,False,False,False,1
152,2.533333333333333,True,0.2560994576724221,0.2535585202637333,False,False,False,1
153,2.55,True,0.25342856535387537,0.2531274253520088,False,False,False,1
154,2.566666666666667,True,0.2737647471772499,0.26109759006784916,False,False,False,1
155,2.5833333333333335,True,0.2681210069170702,0.26510477314939845,False,False,False,1
156,2.6,True,0.2659715991958813,0.2692857844300671,False,False,False,1
157,2.6166666666666667,True,0.28015194387840037,0.2714148499971173,False,False,False,1
158,2.6333333333333333,True,0.2693123466500375,0.27181196324143975,False,False,False,1
159,2.65,True,0.2798294512477629,0.2764312472587336,False,False,False,1
160,2.6666666666666665,True,0.27133880134355004,0.27349353308045016,False,False,False,1
161,2.683333333333333,True,0.28286590781975746,0.27801138680369014,False,False,False,1
162,2.7,True,0.2725231172905057,0.27557594215127107,False,False,False,1
163,2.716666666666667,True,0.2754459786239937,0.2769450012447523,False,False,False,1
164,2.7333333333333334,True,0.27484146669823795,0.2742701875375791,False,False,False,1
165,2.75,True,0.2652832544957866,0.2718568999393394,False,False,False,1
166,2.7666666666666666,True,0.28429673572633707,0.2748071523067872,False,False,False,1
167,2.783333333333333,True,0.27455364647767133,0.274711212233265,False,False,False,1
168,2.8,True,0.27481726778037857,0.2778892166614623,False,False,False,1
169,2.816666666666667,True,0.2693982110088343,0.27292304175562804,False,False,False,1
170,2.8333333333333335,True,0.28012748527217174,0.2747809880204615,False,False,False,1
171,2.85,True,0.2772093451905586,0.2755783471571882,False,False,False,1
172,2.8666666666666667,True,0.2849529406587944,0.28076325704050825,False,False,False,1
173,2.8833333333333333,True,0.2757533601974017,0.2793052153489182,False,False,False,1
174,2.9,True,0.2851037031260497,0.28193666799408196,False,False,False,1
175,2.9166666666666665,True,0.2814009037907099,0.28075265570472047,False,False,False,1
176,2.933333333333333,True,0.2701954131409834,0.27890000668591436,False,False,False,1
177,2.95,True,0.28383365992496834,0.27847665895222057,False,False,False,1
178,2.966666666666667,True,0.2729026955064423,0.2756439228574647,False,False,False,1
179,2.9833333333333334,True,0.2830436927290543,0.279926682720155,False,False,False,1
180,3.0,True,0.2790989568156761,0.2783484483503909,False,False,False,1
181,3.0166666666666666,True,0.2816233278887623,0.28125532581116425,False,False,False,1
182,3.033333333333333,True,0.2795183753930887,0.28008022003250904,False,False,False,1
183,3.05,True,0.2813376245857998,0.2808264426225503,False,False,False,1
184,3.066666666666667,True,0.28010473266536584,0.28032024421475144,False,False,False,1
185,3.0833333333333335,True,0.2790079134964232,0.2801500902491963,False,False,False,1
186,3.1,True,0.2779094736414094,0.2790073732677328,False,False,False,1
187,3.1166666666666667,True,0.2811991455872177,0.27937217757501676,False,False,False,1
188,3.1333333333333333,True,0.2809529409833187,0.2800205200706486,False,False,False,1
189,3.15,True,0.2801612243748973,0.2807711036484779,False,False,False,1
190,3.1666666666666665,True,0.28157860537810153,0.2808975902454392,False,False,False,1
191,3.183333333333333,True,0.2795762591719845,0.2804386963083278,False,False,False,1
192,3.2,True,0.2770036173941053,0.27938616064806376,False,False,False,1
193,3.216666666666667,True,0.27927921973269937,0.278619698766263,False,False,False,1
194,3.2333333333333334,True,0.2771767672642438,0.2778198681303495,False,False,False,1
195,3.25,True,0.26924049048505616,0.27523215916066646,False,False,False,1
196,3.2666666666666666,True,0.2759797514395973,0.2741323363962991,False,False,False,1
197,3.283333333333333,True,0.27204395272520465,0.27242139821661937,False,False,False,1
198,3.3,True,0.2685936559868372,0.272205786717213,False,False,False,1
199,3.316666666666667,True,0.2789352057215046,0.2731909381445155,False,False,False,1
200,3.3333333333333335,True,0.26593903817086767,0.2711559666264032,False,False,False,1
201,3.35,True,0.27059175210211767,0.27182199866483,False,False,False,1
202,3.3666666666666667,True,0.27348718497051494,0.2700059917478334,False,False,False,1
203,3.3833333333333333,True,0.26623277608659474,0.27010390438640913,False,False,False,1
204,3.4,True,0.27309640926990925,0.27093879010900634,False,False,False,1
205,3.4166666666666665,True,0.26623277608659474,0.26852065381436624,False,False,False,1
206,3.433333333333333,True,0.2706208340035967,0.26998333978670025,False,False,False,1
207,3.45,True,0.27482144634103967,0.27055835214374374,False,False,False,1
208,3.466666666666667,True,0.27224405394563395,0.27256211143009007,False,False,False,1
209,3.4833333333333334,True,0.2717454868799157,0.2729369957221964,False,False,False,1
210,3.5,True,0.27600749584644446,0.2733323455573314,False,False,False,1
211,3.5166666666666666,True,0.2806586375979142,0.2761372067747581,False,False,False,1
212,3.533333333333333,True,0.2713276576379293,0.27599793036076264,False,False,False,1
213,3.55,True,0.2697763778857512,0.2739208910405316,False,False,False,1
214,3.566666666666667,True,0.27908773435857814,0.27339725662741954,False,False,False,1
215,3.5833333333333335,True,0.27815902946288795,0.27567438056907245,False,False,False,1
216,3.6,True,0.2809669565843813,0.2794045734686158,False,False,False,1
217,3.6166666666666667,True,0.2776523645028247,0.2789261168500313,False,False,False,1
218,3.6333333333333333,True,0.2693103307577648,0.27597655061499027,False,False,False,1
219,3.65,True,0.2748057918936349,0.27392282905140813,False,False,False,1
220,3.6666666666666665,True,0.27431893383800765,0.2728116854964691,False,False,False,1
221,3.683333333333333,True,0.27931594527416104,0.27614689033526785,False,False,False,1
222,3.7,True,0.2656082234102109,0.27308103417412655,False,False,False,1
223,3.716666666666667,True,0.272619173947572,0.27251444754398135,False,False,False,1
224,3.7333333333333334,True,0.2652573562474001,0.26782825120172765,False,False,False,1
225,3.75,True,0.2681585941784044,0.2686783747911255,False,False,False,1
226,3.7666666666666666,True,0.2650163417660222,0.26614409739727557,False,False,False,1
227,3.783333333333333,True,0.26858192533794367,0.2672522870941234,False,False,False,1
228,3.8,True,0.2650266310492857,0.2662082993844172,False,False,False,1
229,3.816666666666667,True,0.2679352045786434,0.26718125365529094,False,False,False,1
